,home_team,away_team,neutral,match_results,home_recent_wins,away_recent_wins,home_recent_goals_scored,away_recent_goals_scored,home_recent_goals_conceded,away_recent_goals_conceded,home_win_rate,away_win_rate,home_average_goal_difference,away_average_goal_difference
25037,Saint Vincent and the Grenadines,Honduras,0,0,3.0,3.0,15.0,10.0,3.0,7.0,0.6,0.6666666666666666,2.4,0.8333333333333334
25061,Trinidad and Tobago,Panama,0,1,5.0,1.0,17.0,4.0,1.0,17.0,0.875,0.2,2.75,-2.6
25117,Nigeria,Zambia,0,1,5.0,2.0,14.0,4.0,1.0,6.0,1.0,0.4,2.4285714285714284,-0.4
25233,Cameroon,Zambia,0,1,5.0,2.0,14.0,4.0,1.0,5.0,0.8571428571428571,0.3333333333333333,2.142857142857143,-0.5
25347,Costa Rica,Trinidad and Tobago,0,1,4.0,3.0,13.0,5.0,6.0,9.0,0.8,0.5,1.4,-1.3333333333333333
25356,Colombia,Bolivia,0,1,3.0,0.0,7.0,2.0,6.0,13.0,0.6666666666666666,0.0,0.3333333333333333,-2.2
25358,Peru,Chile,0,1,2.0,1.0,4.0,4.0,4.0,8.0,0.4,0.2,0.0,-0.8
25444,Morocco,Namibia,0,1,5.0,1.0,8.0,2.0,1.0,12.0,1.0,0.2,1.4,-2.0
25449,China PR,Maldives,0,1,3.0,0.0,28.0,1.0,5.0,17.0,0.6666666666666666,0.0,5.166666666666667,-3.1666666666666665
25448,Cameroon,Libya,0,1,5.0,0.0,13.0,3.0,0.0,14.0,0.875,0.0,2.0,-2.1666666666666665
25504,Congo,Madagascar,0,1,2.0,1.0,9.0,2.0,7.0,5.0,0.4,0.2,0.4,-0.6
25518,Madagascar,Tunisia,0,0,3.0,3.0,9.0,5.0,5.0,7.0,0.6,0.5,0.8,-0.6666666666666666
25519,Nigeria,Liberia,0,1,5.0,3.0,14.0,6.0,0.0,5.0,1.0,0.6,2.3333333333333335,0.2
25521,South Africa,Zimbabwe,0,1,5.0,4.0,8.0,6.0,1.0,5.0,1.0,0.8,1.5,0.2
25539,Syria,Laos,0,1,5.0,0.0,36.0,0.0,2.0,43.0,0.8571428571428571,0.0,4.857142857142857,-8.6
25625,Paraguay,Chile,0,1,5.0,1.0,14.0,4.0,3.0,7.0,1.0,0.16666666666666666,2.2,-1.0
25626,Peru,Ecuador,0,0,2.0,1.0,5.0,5.0,5.0,13.0,0.5,0.2,0.3333333333333333,-1.6
25623,Nigeria,Madagascar,0,1,5.0,1.0,12.0,2.0,0.0,6.0,1.0,0.16666666666666666,2.3,-0.8333333333333334
25649,Libya,Ivory Coast,0,0,4.0,4.0,9.0,8.0,4.0,3.0,0.8,0.6666666666666666,1.0,0.3333333333333333
25641,Egypt,Sudan,0,1,5.0,1.0,15.0,2.0,4.0,8.0,0.9,0.14285714285714285,1.7,-1.1428571428571428
25637,Argentina,Colombia,0,1,5.0,2.0,14.0,2.0,2.0,5.0,1.0,0.4,2.4,-0.6
25700,Trinidad and Tobago,Honduras,0,0,5.0,4.0,15.0,17.0,1.0,6.0,0.8888888888888888,0.7142857142857143,2.5555555555555554,1.7142857142857142
25698,Morocco,Gabon,0,0,5.0,0.0,10.0,5.0,1.0,14.0,1.0,0.0,1.6666666666666667,-1.8
25695,Madagascar,Zambia,0,0,2.0,1.0,7.0,4.0,7.0,7.0,0.5,0.25,0.3333333333333333,-0.625
25702,Burkina Faso,Algeria,0,1,4.0,1.0,10.0,5.0,4.0,12.0,0.6666666666666666,0.2,0.6666666666666666,-1.4
25703,DR Congo,Zimbabwe,0,1,4.0,3.0,8.0,6.0,3.0,7.0,0.8333333333333334,0.6666666666666666,2.1666666666666665,-0.0
25707,Sudan,Libya,0,1,4.0,0.0,9.0,2.0,2.0,12.0,0.8,0.0,1.4,-2.0
25713,United States,Trinidad and Tobago,0,1,5.0,2.0,12.0,3.0,0.0,11.0,1.0,0.42857142857142855,2.5,-1.5714285714285714
25710,Costa Rica,Jamaica,0,1,5.0,1.0,15.0,1.0,4.0,8.0,0.8333333333333334,0.2,1.6666666666666667,-1.4
25732,Trinidad and Tobago,Jamaica,0,0,4.0,1.0,14.0,2.0,4.0,9.0,0.8,0.16666666666666666,2.1,-1.3333333333333333
25743,Uruguay,Brazil,0,1,4.0,2.0,10.0,8.0,3.0,6.0,0.8,0.4,1.4,0.4
25736,Ivory Coast,Madagascar,0,1,5.0,1.0,14.0,2.0,1.0,6.0,1.0,0.14285714285714285,2.6,-0.8571428571428571
25742,Tunisia,Congo,0,1,4.0,1.0,15.0,4.0,4.0,12.0,0.8571428571428571,0.25,2.142857142857143,-1.0
25734,Cameroon,Togo,0,1,5.0,2.0,11.0,4.0,0.0,6.0,0.8888888888888888,0.4,1.8888888888888888,-0.4
25764,Colombia,Venezuela,0,1,3.0,0.0,7.0,1.0,5.0,17.0,0.7142857142857143,0.0,0.5714285714285714,-3.0
25765,Ecuador,Chile,1,0,5.0,1.0,8.0,3.0,2.0,6.0,1.0,0.14285714285714285,1.3333333333333333,-1.0
25775,Egypt,Namibia,0,1,5.0,1.0,14.0,2.0,4.0,13.0,0.9090909090909091,0.16666666666666666,1.6363636363636365,-2.1666666666666665
25776,Honduras,Costa Rica,1,0,3.0,2.0,12.0,7.0,6.0,8.0,0.7272727272727273,0.4,1.9090909090909092,-0.2
25783,Chile,Venezuela,1,1,2.0,0.0,6.0,0.0,5.0,16.0,0.4,0.0,0.2,-2.875
25784,Colombia,Ecuador,0,1,3.0,2.0,6.0,5.0,5.0,11.0,0.75,0.3333333333333333,0.75,-1.1666666666666667
25793,Ghana,Sudan,0,1,4.0,1.0,16.0,4.0,5.0,10.0,0.6666666666666666,0.125,1.2222222222222223,-1.125
25795,Togo,Libya,0,1,4.0,0.0,9.0,1.0,4.0,11.0,0.8333333333333334,0.0,1.3333333333333333,-1.875
25792,DR Congo,Tunisia,0,0,4.0,3.0,8.0,6.0,4.0,7.0,0.8571428571428571,0.5714285714285714,2.0,-0.2857142857142857
25790,Brazil,Peru,1,1,4.0,1.0,12.0,8.0,4.0,13.0,0.8,0.16666666666666666,1.6,-1.0
25797,Honduras,Bolivia,1,1,2.0,0.0,7.0,2.0,7.0,14.0,0.6666666666666666,0.0,1.6666666666666667,-2.1666666666666665
25799,Colombia,Chile,0,1,4.0,2.0,6.0,7.0,2.0,6.0,0.7777777777777778,0.25,0.7777777777777778,-0.5
25800,Ecuador,Venezuela,1,1,4.0,0.0,7.0,0.0,5.0,16.0,0.8571428571428571,0.0,0.7142857142857143,-2.6666666666666665
25801,Brazil,Paraguay,1,1,4.0,2.0,11.0,5.0,2.0,7.0,0.8333333333333334,0.4,1.6666666666666667,-0.4
25802,Peru,Mexico,1,1,2.0,2.0,6.0,3.0,6.0,6.0,0.42857142857142855,0.4,0.14285714285714285,-0.6
25804,Honduras,Uruguay,1,1,2.0,2.0,8.0,3.0,7.0,4.0,0.6923076923076923,0.4,1.6923076923076923,-0.2
25809,Namibia,Senegal,0,0,2.0,1.0,12.0,4.0,10.0,6.0,0.4,0.2,0.4,-0.4
25811,Chile,Mexico,1,0,2.0,1.0,4.0,2.0,4.0,7.0,0.5,0.3333333333333333,0.3333333333333333,-0.6666666666666666
25812,Uruguay,Costa Rica,1,1,4.0,4.0,10.0,10.0,3.0,4.0,0.8333333333333334,0.5714285714285714,1.3333333333333333,0.5714285714285714
25813,Brazil,Honduras,1,0,4.0,4.0,11.0,20.0,2.0,8.0,0.8571428571428571,0.75,1.7142857142857142,1.75
25814,Colombia,Peru,0,1,4.0,0.0,7.0,3.0,2.0,12.0,0.8,0.14285714285714285,0.9,-1.1428571428571428
25817,Mexico,Uruguay,1,1,4.0,2.0,20.0,3.0,3.0,4.0,0.75,0.3333333333333333,2.75,-0.3333333333333333
25818,Colombia,Honduras,0,1,5.0,4.0,10.0,19.0,0.0,7.0,0.8181818181818182,0.7777777777777778,1.0909090909090908,1.7777777777777777
25820,Libya,Zambia,0,0,3.0,2.0,6.0,5.0,7.0,6.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.4444444444444444
25825,Colombia,Mexico,0,1,5.0,2.0,10.0,4.0,0.0,6.0,0.8333333333333334,0.42857142857142855,1.1666666666666667,-0.2857142857142857
25826,Ivory Coast,DR Congo,0,0,5.0,0.0,18.0,2.0,1.0,16.0,1.0,0.0,3.1666666666666665,-2.8
25827,Madagascar,Congo,0,1,1.0,1.0,4.0,3.0,8.0,16.0,0.42857142857142855,0.2222222222222222,0.14285714285714285,-1.5555555555555556
25828,Nigeria,Ghana,0,1,5.0,3.0,11.0,6.0,0.0,5.0,1.0,0.6,2.1818181818181817,0.2
25831,Sudan,Sierra Leone,0,1,3.0,0.0,7.0,0.0,6.0,12.0,0.7142857142857143,0.0,0.5714285714285714,-2.4
25851,Venezuela,Uruguay,0,1,1.0,2.0,5.0,4.0,16.0,5.0,0.2,0.2857142857142857,-2.2,-0.42857142857142855
25854,Brazil,Paraguay,0,1,3.0,2.0,6.0,6.0,4.0,8.0,0.75,0.3333333333333333,1.25,-0.6666666666666666
25857,Ecuador,Argentina,0,0,4.0,4.0,9.0,12.0,5.0,5.0,0.875,0.8,1.125,1.4
25876,Colombia,Peru,0,0,5.0,0.0,9.0,2.0,0.0,13.0,0.8461538461538461,0.125,1.1538461538461537,-1.375
25914,United States,Honduras,0,0,5.0,3.0,13.0,14.0,0.0,7.0,1.0,0.7,2.4285714285714284,1.4
25913,Trinidad and Tobago,Costa Rica,0,0,3.0,4.0,14.0,11.0,6.0,5.0,0.7272727272727273,0.5,1.8181818181818181,0.375
25916,Jamaica,Mexico,0,0,4.0,2.0,7.0,4.0,3.0,5.0,0.8,0.375,0.8,-0.375
25918,Peru,Uruguay,0,0,3.0,2.0,7.0,3.0,5.0,5.0,0.5,0.25,0.25,-0.625
25917,Chile,Venezuela,0,0,1.0,0.0,1.0,0.0,6.0,17.0,0.42857142857142855,0.0,0.0,-2.8
25942,Paraguay,Bolivia,0,1,5.0,0.0,14.0,2.0,3.0,15.0,1.0,0.0,2.0,-2.142857142857143
25938,Mexico,Trinidad and Tobago,0,1,4.0,1.0,15.0,2.0,3.0,13.0,0.7777777777777778,0.375,2.5555555555555554,-1.625
25933,Honduras,Jamaica,0,1,3.0,1.0,8.0,3.0,5.0,10.0,0.7142857142857143,0.2857142857142857,1.6428571428571428,-1.0
25919,Argentina,Brazil,0,1,5.0,1.0,13.0,7.0,1.0,7.0,1.0,0.3333333333333333,2.5,0.16666666666666666
25957,China PR,Uzbekistan,0,1,4.0,2.0,21.0,11.0,4.0,19.0,0.8,0.4,4.9,-1.6
25961,Bahrain,Saudi Arabia,0,0,3.0,3.0,6.0,8.0,3.0,7.0,0.75,0.6,1.0,0.2
25962,Oman,Qatar,0,0,4.0,3.0,18.0,8.0,2.0,6.0,0.8333333333333334,0.6,4.666666666666667,0.4
25965,United Arab Emirates,China PR,0,0,4.0,5.0,12.0,11.0,5.0,0.0,0.8,1.0,1.4,2.2
25966,Iraq,Bahrain,0,1,4.0,3.0,26.0,5.0,5.0,6.0,0.8333333333333334,0.6,3.8333333333333335,-0.2
25972,Qatar,United Arab Emirates,0,0,5.0,2.0,18.0,14.0,3.0,6.0,1.0,0.4,2.6666666666666665,1.6
25975,Iraq,Saudi Arabia,1,0,4.0,3.0,19.0,9.0,5.0,5.0,0.8571428571428571,0.6666666666666666,3.4285714285714284,0.8333333333333334
25996,Venezuela,Peru,0,1,2.0,1.0,7.0,2.0,12.0,11.0,0.3333333333333333,0.2222222222222222,-1.5,-1.1111111111111112
25977,Bolivia,Ecuador,0,0,3.0,2.0,7.0,4.0,5.0,9.0,0.6,0.2857142857142857,0.4,-1.1428571428571428
25999,Brazil,Chile,0,1,3.0,1.0,7.0,5.0,4.0,8.0,0.7777777777777778,0.2222222222222222,1.3333333333333333,-0.6666666666666666
26008,United States,Jamaica,0,1,4.0,1.0,8.0,3.0,3.0,10.0,0.875,0.25,2.0,-1.0
26002,Honduras,Trinidad and Tobago,0,0,3.0,0.0,6.0,0.0,4.0,16.0,0.7333333333333333,0.3333333333333333,1.6,-1.7777777777777777
26010,Iran,Iraq,0,1,4.0,1.0,25.0,6.0,2.0,8.0,0.875,0.2,3.75,-0.4
26011,China PR,Qatar,0,1,5.0,4.0,14.0,10.0,2.0,3.0,0.8333333333333334,0.6666666666666666,4.333333333333333,0.8333333333333334
26012,Oman,Uzbekistan,0,1,3.0,2.0,11.0,10.0,5.0,13.0,0.7142857142857143,0.3333333333333333,3.5714285714285716,-1.6666666666666667
26018,Uzbekistan,China PR,0,1,4.0,5.0,15.0,10.0,2.0,0.0,0.8,1.0,2.6,2.0
26021,Saudi Arabia,Thailand,0,1,5.0,1.0,22.0,4.0,0.0,11.0,0.8888888888888888,0.2,3.6666666666666665,-1.4
26020,Bahrain,Iran,0,1,3.0,4.0,6.0,15.0,6.0,2.0,0.6666666666666666,0.8,0.4444444444444444,2.6
26024,Iran,United Arab Emirates,0,1,5.0,3.0,26.0,16.0,1.0,6.0,0.8888888888888888,0.5,3.4444444444444446,1.5
26029,United Arab Emirates,Iran,0,0,3.0,3.0,11.0,8.0,6.0,5.0,0.6666666666666666,0.6666666666666666,1.0,1.8333333333333333
26034,Bolivia,Brazil,0,1,2.0,1.0,7.0,7.0,10.0,7.0,0.5,0.2857142857142857,-0.3333333333333333,-0.0
26036,Colombia,Chile,0,1,4.0,1.0,8.0,5.0,1.0,9.0,0.7857142857142857,0.2,1.0,-0.8
26041,Argentina,Peru,0,1,5.0,1.0,14.0,2.0,2.0,13.0,1.0,0.2,2.2857142857142856,-1.3
26043,Venezuela,Paraguay,0,1,2.0,2.0,6.0,5.0,10.0,7.0,0.42857142857142855,0.2857142857142857,-0.8571428571428571,-0.8571428571428571
26046,Belgium,Czech Republic,0,1,3.0,3.0,15.0,6.0,6.0,5.0,0.6666666666666666,0.5,1.6666666666666667,-0.0
26056,Jamaica,Costa Rica,0,0,4.0,4.0,8.0,11.0,3.0,4.0,0.6666666666666666,0.5555555555555556,0.5,0.5555555555555556
26058,Mexico,Honduras,0,1,4.0,4.0,11.0,16.0,3.0,6.0,0.8,0.7272727272727273,2.6,1.3636363636363635
26071,Paraguay,Colombia,0,0,5.0,2.0,16.0,2.0,3.0,6.0,1.0,0.3333333333333333,2.2857142857142856,-1.0
26061,Brazil,Venezuela,0,1,4.0,1.0,9.0,2.0,3.0,12.0,0.8,0.09090909090909091,1.4,-2.3636363636363638
26080,Australia,Uruguay,0,1,5.0,2.0,70.0,4.0,1.0,5.0,1.0,0.3333333333333333,13.8,-0.3333333333333333
26171,Ecuador,Haiti,1,0,3.0,2.0,8.0,8.0,7.0,11.0,0.7777777777777778,0.4,0.7777777777777778,-0.6
26172,Egypt,Senegal,1,0,5.0,1.0,21.0,6.0,6.0,5.0,0.9166666666666666,0.3333333333333333,2.0,0.5
26169,Cameroon,DR Congo,1,1,5.0,1.0,10.0,4.0,0.0,16.0,0.9,0.16666666666666666,1.9,-2.1666666666666665
26177,Mexico,Guatemala,1,1,4.0,2.0,10.0,7.0,3.0,9.0,0.8181818181818182,0.42857142857142855,2.6363636363636362,-0.42857142857142855
26192,Egypt,Tunisia,1,1,4.0,4.0,17.0,9.0,7.0,4.0,0.8461538461538461,0.625,1.7692307692307692,0.125
26191,Cameroon,Ivory Coast,1,1,5.0,4.0,8.0,9.0,0.0,3.0,0.9090909090909091,0.7142857142857143,1.8181818181818181,0.7142857142857143
26198,Senegal,Zambia,1,1,5.0,2.0,12.0,7.0,0.0,7.0,1.0,0.4,2.4,-0.2
26197,Costa Rica,Haiti,1,1,5.0,3.0,15.0,10.0,3.0,8.0,0.875,0.5,1.625,-0.16666666666666666
26194,Burkina Faso,Morocco,1,0,4.0,3.0,8.0,4.0,4.0,4.0,0.7142857142857143,0.5,0.7142857142857143,-0.3333333333333333
26201,United States,El Salvador,0,1,4.0,3.0,9.0,6.0,5.0,8.0,0.9090909090909091,0.6666666666666666,1.7272727272727273,-0.16666666666666666
26204,Liberia,Nigeria,1,0,4.0,3.0,13.0,8.0,3.0,3.0,0.8333333333333334,0.6,1.8333333333333333,1.0
26206,Cameroon,Togo,1,1,5.0,2.0,6.0,4.0,0.0,6.0,0.9166666666666666,0.3333333333333333,1.75,-0.6666666666666666
26207,DR Congo,Ivory Coast,1,1,3.0,3.0,6.0,8.0,7.0,4.0,0.75,0.625,1.375,0.5
26209,Burkina Faso,Ghana,1,0,3.0,2.0,8.0,5.0,6.0,8.0,0.625,0.5,0.5,-0.3333333333333333
26211,South Africa,Morocco,1,1,5.0,3.0,10.0,5.0,2.0,5.0,1.0,0.5714285714285714,1.5,-0.14285714285714285
26216,Egypt,Zambia,1,1,4.0,2.0,13.0,7.0,5.0,7.0,0.8571428571428571,0.36363636363636365,1.7142857142857142,-0.2727272727272727
26219,United States,Costa Rica,0,1,4.0,4.0,11.0,10.0,5.0,2.0,0.9166666666666666,0.6363636363636364,1.9166666666666667,0.7272727272727273
26221,Nigeria,Ghana,1,1,5.0,3.0,10.0,6.0,0.0,7.0,1.0,0.5714285714285714,2.25,-0.14285714285714285
26223,Senegal,DR Congo,1,1,5.0,1.0,12.0,4.0,0.0,14.0,1.0,0.14285714285714285,2.1666666666666665,-2.0
26227,Nigeria,Senegal,1,0,5.0,2.0,10.0,7.0,0.0,4.0,1.0,0.42857142857142855,2.1538461538461537,0.5714285714285714
26434,Uruguay,Denmark,1,0,4.0,3.0,10.0,9.0,2.0,7.0,0.875,0.6,1.5,0.4
26435,Argentina,Nigeria,1,1,5.0,5.0,14.0,9.0,2.0,0.0,1.0,0.7142857142857143,2.25,1.0
26441,Italy,Ecuador,1,1,5.0,4.0,12.0,11.0,0.0,4.0,1.0,0.4444444444444444,2.1666666666666665,-0.2222222222222222
26439,Brazil,Turkey,1,1,4.0,5.0,10.0,8.0,3.0,1.0,0.8181818181818182,1.0,1.5454545454545454,1.5
26442,China PR,Costa Rica,1,0,5.0,3.0,12.0,6.0,1.0,4.0,0.8461538461538461,0.5833333333333334,4.230769230769231,0.5
26447,United States,Portugal,1,1,5.0,4.0,11.0,16.0,2.0,5.0,0.9230769230769231,0.8571428571428571,1.9230769230769231,2.0
26448,Cameroon,Saudi Arabia,1,1,5.0,3.0,8.0,9.0,0.0,12.0,0.9285714285714286,0.625,1.7857142857142858,-0.25
26454,Spain,Paraguay,1,1,5.0,1.0,18.0,4.0,2.0,10.0,0.7142857142857143,0.25,2.0,-1.0
26456,Brazil,China PR,1,1,4.0,4.0,9.0,9.0,3.0,1.0,0.8333333333333334,0.8571428571428571,1.5,1.5714285714285714
26463,Mexico,Ecuador,1,1,5.0,3.0,12.0,9.0,2.0,5.0,0.8333333333333334,0.4,2.5833333333333335,-0.4
26465,Portugal,Poland,1,1,5.0,3.0,20.0,9.0,2.0,10.0,1.0,0.6,3.6,-0.2
26467,Cameroon,Germany,1,0,5.0,3.0,7.0,7.0,0.0,6.0,0.9333333333333333,0.6,1.7333333333333334,0.2
26472,Slovenia,Paraguay,1,0,4.0,0.0,10.0,4.0,4.0,13.0,0.8,0.2222222222222222,1.2,-1.1111111111111112
26475,Costa Rica,Brazil,1,0,5.0,1.0,12.0,8.0,3.0,7.0,0.9,0.25,1.6,-0.25
26478,Turkey,China PR,1,1,3.0,3.0,11.0,5.0,4.0,5.0,0.5,0.75,1.0,0.875
26479,Belgium,Russia,1,1,4.0,3.0,16.0,7.0,4.0,4.0,0.7142857142857143,0.6666666666666666,1.5714285714285714,0.6666666666666666
26480,Japan,Tunisia,0,1,5.0,2.0,23.0,5.0,2.0,5.0,1.0,0.5,4.2,-0.2
26481,South Korea,Portugal,0,1,3.0,4.0,10.0,17.0,3.0,6.0,0.7142857142857143,0.75,3.142857142857143,1.625
26484,Germany,Paraguay,1,1,4.0,1.0,17.0,6.0,7.0,12.0,0.8,0.3,2.0,-0.8
26483,Denmark,England,1,0,4.0,4.0,12.0,13.0,4.0,5.0,0.8,0.8,1.6,1.6
26486,Sweden,Senegal,1,0,5.0,4.0,14.0,9.0,1.0,2.0,1.0,0.5555555555555556,2.6,0.6666666666666666
26488,Mexico,United States,1,0,5.0,2.0,13.0,7.0,3.0,7.0,0.8461538461538461,0.3333333333333333,2.4615384615384617,-0.16666666666666666
26489,Japan,Turkey,0,0,5.0,4.0,16.0,8.0,2.0,3.0,1.0,0.8571428571428571,3.8333333333333335,1.1428571428571428
26490,South Korea,Italy,0,1,3.0,4.0,7.0,9.0,3.0,4.0,0.75,0.8,2.875,1.0
26491,England,Brazil,1,0,3.0,1.0,7.0,7.0,5.0,9.0,0.6,0.3333333333333333,0.4,0.1111111111111111
26492,Germany,United States,1,1,4.0,2.0,16.0,5.0,7.0,7.0,0.8333333333333334,0.42857142857142855,1.8333333333333333,0.14285714285714285
26495,Senegal,Turkey,1,0,5.0,4.0,10.0,7.0,0.0,2.0,1.0,0.875,2.142857142857143,1.125
26497,South Korea,Germany,0,0,4.0,4.0,9.0,9.0,3.0,5.0,0.7777777777777778,0.6666666666666666,2.6666666666666665,0.5
26499,Brazil,Turkey,1,1,5.0,4.0,13.0,7.0,1.0,2.0,0.8571428571428571,0.8888888888888888,1.7142857142857142,1.1111111111111112
26500,South Korea,Turkey,0,0,3.0,3.0,6.0,4.0,4.0,3.0,0.7,0.8,2.3,0.9
26502,Germany,Brazil,1,0,4.0,2.0,15.0,9.0,6.0,9.0,0.8571428571428571,0.4,1.7142857142857142,0.2
26645,Slovenia,Malta,0,1,4.0,0.0,10.0,3.0,5.0,12.0,0.6666666666666666,0.0,0.6666666666666666,-1.8
26639,Namibia,Algeria,0,0,1.0,2.0,9.0,5.0,15.0,6.0,0.3333333333333333,0.25,-0.5,-0.75
26659,Sudan,Zambia,0,0,3.0,2.0,5.0,8.0,5.0,8.0,0.75,0.3333333333333333,0.875,-0.3333333333333333
26656,Libya,DR Congo,0,1,3.0,1.0,8.0,2.0,8.0,13.0,0.5714285714285714,0.125,0.0,-2.0
26703,Sierra Leone,Gabon,0,1,3.0,1.0,7.0,5.0,3.0,11.0,0.6,0.16666666666666666,0.8,-1.3333333333333333
26685,Denmark,Luxembourg,0,1,4.0,0.0,12.0,2.0,5.0,17.0,0.6666666666666666,0.0,0.8333333333333334,-3.0
26682,Andorra,Belgium,0,0,0.0,3.0,4.0,9.0,20.0,4.0,0.0,0.6,-3.2,1.0
26736,Malta,France,0,0,0.0,3.0,1.0,8.0,14.0,8.0,0.0,0.6,-2.6,-0.0
26735,Luxembourg,Romania,0,0,0.0,4.0,2.0,10.0,11.0,3.0,0.0,0.625,-1.8,0.375
26724,Bulgaria,Andorra,0,1,4.0,0.0,11.0,1.0,6.0,16.0,0.6666666666666666,0.0,0.6666666666666666,-3.0
26729,Germany,Faroe Islands,0,1,4.0,1.0,14.0,2.0,3.0,8.0,0.75,0.16666666666666666,1.25,-1.6666666666666667
26775,Cyprus,Malta,0,1,1.0,0.0,7.0,3.0,13.0,14.0,0.2,0.0,-1.2,-2.0
26795,San Marino,Latvia,0,0,0.0,2.0,1.0,5.0,13.0,9.0,0.0,0.4,-2.4,-0.8
27026,Macau,Pakistan,1,0,1.0,0.0,2.0,1.0,15.0,23.0,0.2,0.0,-2.6,-4.0
27041,Singapore,Pakistan,0,1,2.0,1.0,4.0,4.0,6.0,18.0,0.4,0.14285714285714285,-0.4,-3.0
27083,Romania,Denmark,0,0,2.0,4.0,3.0,11.0,4.0,5.0,0.4,0.6666666666666666,-0.2,0.5
27078,Malawi,Nigeria,0,0,2.0,3.0,5.0,4.0,5.0,3.0,0.4,0.5555555555555556,0.0,0.5555555555555556
27077,North Macedonia,Slovakia,0,0,1.0,2.0,6.0,6.0,11.0,7.0,0.2,0.4,-1.0,-0.2
27069,France,Malta,0,1,4.0,0.0,12.0,4.0,3.0,13.0,0.8,0.0,1.8,-1.8571428571428572
27126,Moldova,Netherlands,0,0,1.0,4.0,2.0,16.0,8.0,3.0,0.2,0.8,-1.2,2.6
27130,Slovakia,Liechtenstein,0,1,3.0,0.0,10.0,0.0,6.0,19.0,0.6,0.0,0.8,-3.8
27124,Luxembourg,Norway,0,0,0.0,3.0,2.0,7.0,16.0,6.0,0.0,0.6,-2.6666666666666665,0.2
27114,Croatia,Andorra,0,1,4.0,0.0,13.0,2.0,2.0,17.0,0.8,0.0,2.2,-2.6666666666666665
27117,England,Turkey,0,1,2.0,4.0,7.0,7.0,7.0,4.0,0.5,0.8333333333333334,0.16666666666666666,0.9166666666666666
27116,Denmark,Bosnia and Herzegovina,0,0,4.0,1.0,12.0,5.0,4.0,11.0,0.7142857142857143,0.2,1.0,-1.2
27165,Malta,Slovenia,0,0,0.0,2.0,1.0,4.0,13.0,10.0,0.0,0.4,-2.8333333333333335,-1.2
27155,Georgia,Russia,0,1,2.0,1.0,7.0,7.0,7.0,9.0,0.4,0.5,0.0,0.125
27237,Spain,Greece,0,0,5.0,1.0,16.0,3.0,2.0,11.0,0.8,0.2,2.2,-1.6
27236,Slovakia,Turkey,0,0,3.0,3.0,12.0,6.0,6.0,6.0,0.6666666666666666,0.7692307692307693,1.3333333333333333,0.6923076923076923
27232,San Marino,Sweden,0,0,0.0,5.0,1.0,9.0,12.0,3.0,0.0,0.7142857142857143,-2.1666666666666665,0.5714285714285714
27231,Romania,Bosnia and Herzegovina,0,1,2.0,2.0,5.0,6.0,8.0,8.0,0.3333333333333333,0.3333333333333333,-0.6666666666666666,-0.6666666666666666
27227,Moldova,Austria,0,1,1.0,2.0,3.0,3.0,9.0,13.0,0.16666666666666666,0.4,-1.1666666666666667,-2.0
27224,North Macedonia,Liechtenstein,0,1,0.0,0.0,3.0,0.0,13.0,21.0,0.16666666666666666,0.0,-1.1666666666666667,-3.8333333333333335
27222,Republic of Ireland,Albania,0,1,4.0,0.0,11.0,3.0,3.0,11.0,0.8333333333333334,0.0,1.6666666666666667,-1.6
27221,Iceland,Faroe Islands,0,1,4.0,0.0,10.0,1.0,3.0,10.0,0.6666666666666666,0.14285714285714285,1.0,-1.5714285714285714
27218,Estonia,Andorra,0,1,1.0,0.0,4.0,2.0,10.0,14.0,0.2,0.0,-1.2,-2.5714285714285716
27217,Denmark,Norway,0,1,3.0,3.0,10.0,8.0,5.0,6.0,0.625,0.6666666666666666,0.625,0.5
27213,Belarus,Netherlands,0,0,3.0,4.0,8.0,14.0,7.0,4.0,0.7142857142857143,0.8333333333333334,0.42857142857142855,2.3333333333333335
27226,Malta,Cyprus,0,0,0.0,0.0,1.0,1.0,12.0,20.0,0.0,0.16666666666666666,-2.7142857142857144,-3.0
27254,Morocco,Sierra Leone,0,1,4.0,1.0,11.0,3.0,1.0,12.0,0.8888888888888888,0.14285714285714285,1.6666666666666667,-1.8571428571428572
27250,Ivory Coast,Burundi,0,1,4.0,1.0,13.0,5.0,3.0,8.0,0.8571428571428571,0.2,2.5714285714285716,-0.6
27248,Egypt,Mauritius,0,1,4.0,1.0,14.0,3.0,6.0,13.0,0.8666666666666667,0.2,1.6666666666666667,-2.0
27279,Sweden,Poland,0,1,4.0,2.0,14.0,5.0,3.0,11.0,0.8333333333333334,0.5714285714285714,2.0,-0.42857142857142855
27274,Luxembourg,Denmark,0,0,0.0,5.0,1.0,16.0,16.0,4.0,0.0,0.7142857142857143,-2.5714285714285716,0.8571428571428571
27273,Lithuania,Iceland,0,0,2.0,1.0,5.0,6.0,10.0,14.0,0.3333333333333333,0.16666666666666666,-1.5,-2.0
27280,Switzerland,Albania,0,1,3.0,0.0,15.0,3.0,5.0,11.0,0.5,0.0,1.5,-1.5
27265,Estonia,Croatia,0,0,1.0,3.0,5.0,7.0,10.0,4.0,0.3333333333333333,0.6,-0.6666666666666666,0.6
27264,England,Slovakia,0,1,3.0,2.0,7.0,7.0,4.0,7.0,0.5714285714285714,0.5,0.42857142857142855,0.16666666666666666
