,home_team,away_team,neutral,match_results,home_recent_wins,away_recent_wins,home_recent_goals_scored,away_recent_goals_scored,home_recent_goals_conceded,away_recent_goals_conceded,home_win_rate,away_win_rate,home_average_goal_difference,away_average_goal_difference
29448,Russia,Liechtenstein,0,1,5.0,1.0,15.0,4.0,3.0,12.0,1.0,0.08333333333333333,2.4545454545454546,-2.75
29461,Zambia,Senegal,0,0,5.0,3.0,8.0,7.0,1.0,5.0,0.9,0.5714285714285714,1.3,0.5714285714285714
29456,Trinidad and Tobago,Guatemala,0,1,3.0,1.0,11.0,4.0,7.0,14.0,0.631578947368421,0.3076923076923077,1.3157894736842106,-1.1538461538461537
29454,Sweden,Bulgaria,0,1,3.0,2.0,14.0,7.0,2.0,9.0,0.7692307692307693,0.5555555555555556,2.4615384615384617,-0.3333333333333333
29458,United States,Mexico,0,1,5.0,4.0,12.0,11.0,3.0,3.0,0.9310344827586207,0.6842105263157895,2.0689655172413794,1.105263157894737
29459,Venezuela,Peru,0,1,2.0,1.0,7.0,4.0,9.0,10.0,0.42857142857142855,0.1875,-0.6428571428571429,-1.3125
29460,Wales,England,0,0,1.0,4.0,8.0,10.0,9.0,6.0,0.375,0.8461538461538461,0.0,1.3846153846153846
29443,Panama,Costa Rica,0,0,3.0,2.0,11.0,6.0,4.0,9.0,0.6666666666666666,0.4583333333333333,1.3333333333333333,-0.041666666666666664
29452,Slovenia,Norway,0,0,3.0,1.0,7.0,3.0,4.0,6.0,0.6923076923076923,0.45454545454545453,1.0,-0.0
29442,Northern Ireland,Azerbaijan,0,1,1.0,0.0,3.0,0.0,7.0,20.0,0.2857142857142857,0.0,-0.5714285714285714,-3.272727272727273
29450,Serbia,Lithuania,0,1,5.0,2.0,16.0,4.0,2.0,6.0,0.7142857142857143,0.25,1.7142857142857142,-1.125
29440,Moldova,Belarus,0,1,2.0,0.0,4.0,4.0,6.0,16.0,0.3333333333333333,0.0,-0.6666666666666666,-2.142857142857143
29441,Morocco,Botswana,0,1,5.0,1.0,17.0,6.0,3.0,13.0,0.9411764705882353,0.125,2.1176470588235294,-1.5
29426,Albania,Kazakhstan,0,1,3.0,1.0,8.0,7.0,8.0,12.0,0.5,0.375,-0.2,-0.25
29428,Armenia,Netherlands,0,0,1.0,3.0,3.0,10.0,12.0,3.0,0.2222222222222222,0.6923076923076923,-1.4444444444444444,1.6153846153846154
29431,Bosnia and Herzegovina,Belgium,0,1,3.0,3.0,9.0,4.0,5.0,7.0,0.6,0.6,0.8,0.2
29432,Burkina Faso,South Africa,0,1,3.0,2.0,6.0,3.0,5.0,9.0,0.6111111111111112,0.6153846153846154,0.5555555555555556,-0.07692307692307693
29430,Bolivia,Ecuador,0,0,3.0,0.0,7.0,3.0,6.0,11.0,0.6153846153846154,0.2,0.38461538461538464,-1.05
29434,France,Faroe Islands,0,1,4.0,0.0,16.0,3.0,2.0,15.0,0.8,0.09090909090909091,2.3,-2.0
29436,Hungary,Malta,0,1,3.0,0.0,11.0,2.0,7.0,23.0,0.5714285714285714,0.0,0.7142857142857143,-2.8333333333333335
29437,Iceland,Croatia,0,0,2.0,4.0,10.0,9.0,12.0,3.0,0.5454545454545454,0.7272727272727273,0.36363636363636365,0.9090909090909091
29438,Kenya,Tunisia,0,0,4.0,1.0,10.0,4.0,6.0,8.0,0.9,0.46153846153846156,1.6,-0.23076923076923078
29439,Mali,Congo,0,1,4.0,1.0,10.0,2.0,4.0,9.0,0.7272727272727273,0.25,1.0,-1.1875
29433,Estonia,Latvia,0,1,2.0,2.0,7.0,8.0,4.0,13.0,0.36363636363636365,0.42857142857142855,-0.09090909090909091,-0.7142857142857143
29469,Ivory Coast,Cameroon,0,0,5.0,3.0,18.0,11.0,1.0,6.0,0.9166666666666666,0.6666666666666666,2.9166666666666665,1.3333333333333333
29472,Zimbabwe,Rwanda,0,1,3.0,0.0,7.0,1.0,5.0,9.0,0.6875,0.1111111111111111,0.875,-1.6666666666666667
29471,Uruguay,Colombia,0,1,3.0,2.0,5.0,4.0,7.0,7.0,0.75,0.4375,0.9375,-0.4375
29470,Togo,Liberia,0,1,5.0,0.0,12.0,2.0,2.0,16.0,0.9333333333333333,0.3125,1.7333333333333334,-1.0625
29468,Guinea,Malawi,0,1,5.0,1.0,11.0,6.0,1.0,17.0,1.0,0.09090909090909091,2.2222222222222223,-2.3636363636363638
29465,DR Congo,Cape Verde,0,1,4.0,1.0,11.0,3.0,5.0,7.0,0.8125,0.25,1.4375,-0.875
29466,Egypt,Benin,0,1,4.0,0.0,20.0,3.0,6.0,12.0,0.8571428571428571,0.09090909090909091,2.1904761904761907,-2.1818181818181817
29464,Brazil,Chile,0,1,4.0,0.0,13.0,3.0,5.0,9.0,0.875,0.21052631578947367,1.5833333333333333,-0.7368421052631579
29463,Angola,Gabon,0,1,5.0,1.0,7.0,4.0,1.0,8.0,1.0,0.15384615384615385,2.076923076923077,-1.1538461538461537
29462,Algeria,Nigeria,0,0,3.0,3.0,10.0,7.0,6.0,4.0,0.7142857142857143,0.6153846153846154,0.9285714285714286,0.6923076923076923
29467,Ghana,Uganda,0,1,5.0,0.0,14.0,2.0,1.0,12.0,0.8125,0.1111111111111111,1.6875,-2.0
29491,Liechtenstein,Luxembourg,0,1,0.0,0.0,3.0,1.0,12.0,18.0,0.0,0.0,-2.0,-3.076923076923077
29502,Ukraine,Turkey,0,0,5.0,4.0,11.0,15.0,3.0,3.0,0.8571428571428571,0.7777777777777778,1.2857142857142858,1.1666666666666667
29499,Poland,Wales,0,1,3.0,1.0,13.0,2.0,6.0,8.0,0.7272727272727273,0.25,2.0,-0.75
29498,Norway,Scotland,0,0,4.0,1.0,9.0,3.0,5.0,11.0,0.5,0.375,0.125,-0.875
29497,Northern Ireland,England,0,1,2.0,4.0,5.0,9.0,6.0,5.0,0.375,0.8571428571428571,-0.25,1.3571428571428572
29496,Netherlands,Andorra,0,1,5.0,0.0,12.0,2.0,1.0,18.0,0.8888888888888888,0.0,2.611111111111111,-2.769230769230769
29495,Moldova,Slovenia,0,0,3.0,1.0,6.0,4.0,4.0,13.0,0.4,0.42857142857142855,-0.4,-1.0
29494,Mexico,Panama,0,1,4.0,2.0,10.0,5.0,2.0,7.0,0.8333333333333334,0.3125,2.3666666666666667,-1.25
29492,Lithuania,Bosnia and Herzegovina,0,0,3.0,3.0,7.0,7.0,5.0,7.0,0.375,0.4,-1.0,-0.6
29489,Kazakhstan,Greece,0,0,1.0,3.0,7.0,7.0,11.0,5.0,0.5,0.5384615384615384,0.625,-0.23076923076923078
29479,Cyprus,Switzerland,0,0,1.0,2.0,5.0,6.0,10.0,13.0,0.25,0.5714285714285714,-1.0,-0.42857142857142855
29486,Hungary,Sweden,0,0,3.0,5.0,12.0,22.0,7.0,1.0,0.625,0.8333333333333334,1.125,2.0833333333333335
29487,Republic of Ireland,France,0,0,4.0,5.0,10.0,11.0,3.0,2.0,0.9,0.8181818181818182,1.8,1.1818181818181819
29475,Belarus,Italy,0,0,2.0,3.0,7.0,6.0,8.0,3.0,0.6,0.6363636363636364,0.3,0.6363636363636364
29477,Bulgaria,Iceland,0,1,2.0,2.0,7.0,7.0,9.0,11.0,0.5833333333333334,0.2727272727272727,0.25,-1.4545454545454546
29478,Costa Rica,Trinidad and Tobago,0,1,4.0,0.0,14.0,1.0,6.0,13.0,0.7272727272727273,0.3888888888888889,0.9545454545454546,-1.2222222222222223
29476,Belgium,San Marino,0,1,4.0,0.0,11.0,0.0,4.0,22.0,0.7142857142857143,0.0,1.2142857142857142,-4.7
29480,Czech Republic,Armenia,0,1,5.0,1.0,22.0,2.0,5.0,11.0,0.875,0.09090909090909091,2.625,-2.090909090909091
29481,Denmark,Georgia,0,1,4.0,1.0,9.0,6.0,3.0,12.0,0.7272727272727273,0.2,1.0,-1.2
29482,Faroe Islands,Israel,0,0,0.0,3.0,2.0,8.0,13.0,7.0,0.09090909090909091,0.42857142857142855,-2.090909090909091,-0.2857142857142857
29483,Finland,North Macedonia,0,1,3.0,1.0,9.0,6.0,7.0,13.0,0.6666666666666666,0.14285714285714285,0.8888888888888888,-1.4285714285714286
29510,Liberia,Zambia,0,0,2.0,2.0,5.0,8.0,7.0,10.0,0.6428571428571429,0.42105263157894735,0.7142857142857143,-0.21052631578947367
29540,Panama,Trinidad and Tobago,0,0,2.0,0.0,8.0,1.0,7.0,12.0,0.5714285714285714,0.3684210526315789,0.8571428571428571,-1.263157894736842
29537,Nigeria,Zimbabwe,0,1,5.0,2.0,9.0,8.0,2.0,9.0,0.9090909090909091,0.5333333333333333,1.8181818181818181,-0.06666666666666667
29538,Northern Ireland,Wales,0,0,2.0,0.0,3.0,0.0,6.0,9.0,0.4444444444444444,0.2222222222222222,-0.1111111111111111,-0.7777777777777778
29539,Norway,Moldova,0,1,3.0,0.0,7.0,0.0,5.0,19.0,0.4444444444444444,0.0,0.0,-3.2
29536,Mexico,Guatemala,0,1,4.0,0.0,13.0,4.0,2.0,17.0,0.8387096774193549,0.2857142857142857,2.4516129032258065,-1.1428571428571428
29541,Portugal,Liechtenstein,0,1,4.0,1.0,19.0,4.0,2.0,12.0,0.8666666666666667,0.07692307692307693,2.8,-2.6923076923076925
29548,Sudan,Ivory Coast,0,0,3.0,3.0,7.0,5.0,4.0,5.0,0.6666666666666666,0.5714285714285714,0.8,0.14285714285714285
29544,Scotland,Belarus,0,0,4.0,0.0,7.0,4.0,2.0,15.0,0.875,0.0,1.375,-2.125
29545,Senegal,Mali,0,1,5.0,0.0,15.0,2.0,1.0,7.0,0.9285714285714286,0.38461538461538464,2.142857142857143,-0.3076923076923077
29546,Slovakia,Estonia,0,1,4.0,1.0,18.0,2.0,3.0,13.0,0.7,0.3,1.9,-2.0
29555,Venezuela,Paraguay,0,0,2.0,2.0,9.0,6.0,9.0,11.0,0.4666666666666667,0.3157894736842105,-0.4,-0.8947368421052632
29535,Malawi,Kenya,0,1,1.0,1.0,3.0,5.0,7.0,9.0,0.2857142857142857,0.16666666666666666,-0.42857142857142855,-1.25
29543,Rwanda,Angola,0,0,4.0,0.0,8.0,3.0,3.0,10.0,0.8333333333333334,0.25,1.0,-1.0
29534,Lithuania,Serbia,0,0,3.0,3.0,7.0,9.0,4.0,7.0,0.3333333333333333,0.7,-1.0,0.7
29542,Russia,Luxembourg,0,1,5.0,0.0,13.0,1.0,2.0,20.0,1.0,0.0,2.4166666666666665,-3.0714285714285716
29531,Israel,Faroe Islands,0,1,4.0,0.0,10.0,2.0,4.0,16.0,0.8,0.08333333333333333,1.2,-2.0833333333333335
29513,Belgium,Spain,0,0,4.0,4.0,16.0,12.0,4.0,3.0,0.7333333333333333,0.8888888888888888,1.6666666666666667,1.5555555555555556
29515,Botswana,Guinea,0,0,3.0,1.0,9.0,4.0,6.0,8.0,0.5,0.3333333333333333,0.25,-0.4444444444444444
29516,Bulgaria,Hungary,0,1,2.0,2.0,8.0,6.0,11.0,11.0,0.6153846153846154,0.4,0.3076923076923077,-0.0
29518,Cape Verde,Ghana,0,0,4.0,1.0,9.0,2.0,2.0,4.0,0.7142857142857143,0.4166666666666667,1.0,-0.25
29520,Congo,Togo,0,0,4.0,1.0,9.0,3.0,4.0,8.0,0.6363636363636364,0.25,0.8181818181818182,-1.0
29532,Italy,Slovenia,0,1,5.0,2.0,14.0,5.0,5.0,11.0,0.9333333333333333,0.5,1.9333333333333333,-0.75
29514,Bosnia and Herzegovina,San Marino,0,1,4.0,0.0,9.0,0.0,3.0,27.0,0.6666666666666666,0.0,0.8333333333333334,-5.0
29522,Croatia,Sweden,0,1,4.0,5.0,13.0,17.0,4.0,1.0,0.8181818181818182,0.8461538461538461,2.0,2.0
29523,Cyprus,Republic of Ireland,0,0,1.0,3.0,5.0,9.0,10.0,7.0,0.2222222222222222,0.6666666666666666,-1.1111111111111112,1.1111111111111112
29524,Czech Republic,Netherlands,0,0,5.0,4.0,23.0,11.0,6.0,2.0,0.8823529411764706,0.7142857142857143,2.6470588235294117,1.5714285714285714
29525,Denmark,Greece,0,1,4.0,4.0,13.0,8.0,4.0,4.0,0.75,0.5714285714285714,1.3333333333333333,-0.14285714285714285
29527,England,Austria,0,1,5.0,1.0,13.0,5.0,0.0,11.0,0.7692307692307693,0.3333333333333333,1.3076923076923077,-1.3333333333333333
29528,Finland,Romania,0,0,3.0,3.0,11.0,14.0,8.0,5.0,0.7,0.6153846153846154,1.2,0.9230769230769231
29521,Costa Rica,United States,0,1,4.0,4.0,11.0,11.0,6.0,5.0,0.7391304347826086,0.5384615384615384,1.0,0.46153846153846156
29556,Argentina,Peru,0,1,5.0,1.0,14.0,4.0,5.0,12.0,0.9,0.17647058823529413,1.85,-1.411764705882353
29558,Benin,Libya,0,1,3.0,2.0,10.0,3.0,7.0,7.0,0.7142857142857143,0.17647058823529413,1.2857142857142858,-1.2941176470588236
29586,Peru,Bolivia,0,1,2.0,0.0,6.0,3.0,8.0,12.0,0.4666666666666667,0.0,0.06666666666666667,-2.235294117647059
29587,Portugal,Latvia,0,1,5.0,2.0,21.0,9.0,2.0,12.0,0.875,0.4,2.6875,-0.7333333333333333
29588,San Marino,Spain,0,0,0.0,4.0,2.0,11.0,14.0,1.0,0.0,0.9,-2.5833333333333335,1.6
29589,Serbia,Bosnia and Herzegovina,0,1,5.0,3.0,16.0,6.0,2.0,7.0,0.75,0.45454545454545453,1.75,-0.45454545454545453
29596,United States,Panama,0,1,5.0,2.0,10.0,5.0,2.0,10.0,0.9333333333333333,0.29411764705882354,2.066666666666667,-1.4705882352941178
29592,Sweden,Iceland,0,1,4.0,1.0,17.0,6.0,1.0,14.0,0.7857142857142857,0.25,2.5,-1.4166666666666667
29593,Trinidad and Tobago,Mexico,0,1,4.0,3.0,13.0,10.0,6.0,5.0,0.65,0.65,1.3,0.95
29595,Uruguay,Argentina,0,1,4.0,3.0,8.0,6.0,6.0,5.0,0.7647058823529411,0.6923076923076923,0.9411764705882353,0.8461538461538461
29585,Paraguay,Colombia,0,0,4.0,1.0,9.0,5.0,5.0,10.0,0.8666666666666667,0.4117647058823529,1.3333333333333333,-0.47058823529411764
29591,Slovenia,Scotland,0,0,2.0,1.0,6.0,3.0,6.0,12.0,0.6428571428571429,0.4444444444444444,0.8571428571428571,-0.6666666666666666
29582,Luxembourg,Estonia,0,0,0.0,1.0,3.0,2.0,21.0,12.0,0.0,0.2727272727272727,-2.7857142857142856,-1.9090909090909092
29597,Wales,Azerbaijan,0,1,0.0,0.0,4.0,0.0,10.0,18.0,0.3333333333333333,0.0,-0.1111111111111111,-3.1666666666666665
29578,Italy,Moldova,0,1,5.0,0.0,11.0,0.0,5.0,15.0,0.9375,0.0,1.875,-3.0
29563,Albania,Turkey,0,0,3.0,4.0,7.0,15.0,8.0,3.0,0.5454545454545454,0.7894736842105263,-0.09090909090909091,1.1578947368421053
29564,Andorra,Armenia,0,0,1.0,0.0,2.0,2.0,15.0,15.0,0.07692307692307693,0.08333333333333333,-2.6923076923076925,-2.1666666666666665
29565,Austria,Northern Ireland,0,1,3.0,0.0,11.0,0.0,6.0,10.0,0.6363636363636364,0.1111111111111111,0.7272727272727273,-1.4444444444444444
29567,Belarus,Norway,0,0,2.0,2.0,8.0,6.0,10.0,7.0,0.5454545454545454,0.5,0.0,0.08333333333333333
29568,Brazil,Venezuela,0,1,4.0,0.0,14.0,5.0,4.0,12.0,0.88,0.15,1.72,-1.7
29579,Kazakhstan,Denmark,0,0,0.0,2.0,3.0,5.0,13.0,6.0,0.4444444444444444,0.6153846153846154,0.4444444444444444,0.5384615384615384
29571,Finland,Czech Republic,0,0,3.0,3.0,11.0,9.0,7.0,4.0,0.6363636363636364,0.6111111111111112,1.0,0.5555555555555556
29572,France,Cyprus,0,1,4.0,1.0,13.0,4.0,2.0,11.0,0.8181818181818182,0.25,2.3636363636363638,-2.0
29574,Greece,Georgia,0,1,4.0,1.0,8.0,6.0,3.0,15.0,0.6923076923076923,0.18181818181818182,0.38461538461538464,-1.5454545454545454
29575,Guatemala,Costa Rica,0,1,2.0,2.0,10.0,6.0,9.0,9.0,0.5714285714285714,0.48,0.7857142857142857,0.04
29570,England,Poland,0,1,5.0,5.0,12.0,14.0,0.0,4.0,0.7857142857142857,0.7142857142857143,1.2857142857142858,0.42857142857142855
29624,Switzerland,Turkey,0,1,4.0,4.0,13.0,13.0,5.0,3.0,0.6363636363636364,0.8,1.5454545454545454,1.15
29618,Norway,Czech Republic,0,0,3.0,4.0,6.0,12.0,5.0,2.0,0.5,0.631578947368421,0.1,0.6842105263157895
29623,Spain,Slovakia,0,1,5.0,3.0,11.0,9.0,1.0,5.0,0.8235294117647058,0.5454545454545454,1.8823529411764706,0.45454545454545453
29635,Bahrain,Trinidad and Tobago,0,0,2.0,1.0,12.0,1.0,9.0,7.0,0.7,0.4,1.1,-1.15
29637,Czech Republic,Norway,0,1,4.0,3.0,22.0,7.0,8.0,6.0,0.8333333333333334,0.5384615384615384,2.388888888888889,0.15384615384615385
29652,Turkey,Switzerland,0,1,4.0,3.0,14.0,9.0,5.0,10.0,0.6923076923076923,0.625,1.6153846153846154,-0.125
29634,Australia,Uruguay,0,1,5.0,2.0,25.0,9.0,1.0,15.0,1.0,0.3125,11.0,-0.8125
29741,Egypt,Libya,0,1,4.0,1.0,18.0,2.0,7.0,8.0,0.8636363636363636,0.16666666666666666,2.227272727272727,-1.2777777777777777
29746,Togo,DR Congo,1,0,5.0,0.0,13.0,2.0,2.0,10.0,0.9375,0.07692307692307693,1.8125,-1.8461538461538463
29742,Cameroon,Angola,1,1,4.0,1.0,8.0,4.0,4.0,9.0,0.8636363636363636,0.3333333333333333,1.3636363636363635,-0.7777777777777778
29744,Morocco,Ivory Coast,1,0,5.0,3.0,15.0,7.0,2.0,6.0,0.9444444444444444,0.6,2.0555555555555554,0.26666666666666666
29748,Tunisia,Zambia,1,1,5.0,3.0,16.0,13.0,2.0,7.0,0.9375,0.45,2.5,0.05
29747,South Africa,Guinea,1,0,4.0,1.0,8.0,4.0,5.0,8.0,0.8947368421052632,0.4,1.1578947368421053,-0.3
29751,Nigeria,Ghana,1,1,5.0,2.0,12.0,6.0,2.0,3.0,0.9130434782608695,0.46153846153846156,1.9130434782608696,0.07692307692307693
29752,Zimbabwe,Senegal,1,0,3.0,3.0,7.0,6.0,6.0,4.0,0.7058823529411765,0.6,0.9411764705882353,0.6
29754,Libya,Ivory Coast,1,0,5.0,4.0,23.0,7.0,6.0,4.0,0.75,0.625,1.4166666666666667,0.3125
29756,Cameroon,Togo,1,1,5.0,2.0,10.0,6.0,3.0,7.0,0.8695652173913043,0.3076923076923077,1.391304347826087,-0.8461538461538461
29761,Tunisia,South Africa,1,1,5.0,2.0,18.0,4.0,2.0,8.0,0.9411764705882353,0.5714285714285714,2.5294117647058822,-0.21428571428571427
29762,Zambia,Guinea,1,0,4.0,2.0,6.0,5.0,2.0,6.0,0.8181818181818182,0.45454545454545453,1.0909090909090908,-0.09090909090909091
29763,Ghana,Senegal,1,1,5.0,3.0,11.0,7.0,1.0,4.0,0.8235294117647058,0.625,1.7058823529411764,0.6875
29764,Nigeria,Zimbabwe,1,1,5.0,2.0,11.0,8.0,1.0,12.0,0.9166666666666666,0.5,1.875,-0.3125
29767,Egypt,Ivory Coast,0,1,5.0,4.0,20.0,7.0,5.0,4.0,0.8695652173913043,0.6470588235294118,2.260869565217391,0.35294117647058826
29769,Angola,Togo,1,1,5.0,2.0,8.0,5.0,1.0,7.0,1.0,0.2857142857142857,2.142857142857143,-0.9285714285714286
29770,Cameroon,DR Congo,1,1,5.0,1.0,10.0,2.0,2.0,7.0,0.875,0.14285714285714285,1.4166666666666667,-1.5714285714285714
29775,Zambia,South Africa,1,1,3.0,2.0,6.0,4.0,4.0,7.0,0.75,0.5333333333333333,0.9166666666666666,-0.3333333333333333
29774,Tunisia,Guinea,1,0,5.0,3.0,16.0,6.0,1.0,5.0,0.9444444444444444,0.5,2.5,-0.0
29776,Ghana,Zimbabwe,1,0,5.0,2.0,10.0,5.0,1.0,9.0,0.8333333333333334,0.47058823529411764,1.6666666666666667,-0.4117647058823529
29777,Nigeria,Senegal,1,1,5.0,3.0,11.0,7.0,1.0,4.0,0.92,0.5882352941176471,1.88,0.5882352941176471
29780,Egypt,DR Congo,0,1,5.0,1.0,20.0,2.0,4.0,6.0,0.875,0.13333333333333333,2.25,-1.6
29781,Guinea,Senegal,1,0,5.0,3.0,11.0,7.0,2.0,3.0,1.0,0.5555555555555556,2.2,0.5
29785,Egypt,Senegal,0,1,5.0,3.0,20.0,7.0,4.0,5.0,0.88,0.5789473684210527,2.28,0.5263157894736842
29787,Nigeria,Ivory Coast,1,0,5.0,4.0,12.0,8.0,2.0,5.0,0.9230769230769231,0.6111111111111112,1.8461538461538463,0.2222222222222222
29789,Senegal,Nigeria,1,0,5.0,4.0,15.0,11.0,1.0,4.0,0.9333333333333333,0.6428571428571429,2.2,0.8571428571428571
29816,Syria,South Korea,0,0,3.0,4.0,16.0,15.0,5.0,3.0,0.7692307692307693,0.5,4.153846153846154,0.5833333333333334
29818,Uzbekistan,Bangladesh,0,1,5.0,2.0,16.0,5.0,3.0,10.0,0.9166666666666666,0.3333333333333333,2.5,-1.3333333333333333
29817,United Arab Emirates,Oman,0,1,4.0,3.0,8.0,13.0,2.0,3.0,0.7142857142857143,0.4444444444444444,0.9285714285714286,1.1111111111111112
29819,Yemen,Saudi Arabia,0,0,3.0,4.0,9.0,6.0,8.0,2.0,0.625,0.6428571428571429,1.25,0.07142857142857142
29815,Singapore,Iraq,0,1,2.0,3.0,6.0,9.0,7.0,8.0,0.45454545454545453,0.4166666666666667,0.0,-0.0
29810,Hong Kong,Qatar,0,0,2.0,1.0,4.0,8.0,5.0,8.0,0.4444444444444444,0.4166666666666667,0.0,0.16666666666666666
29812,Japan,India,0,1,5.0,1.0,7.0,1.0,2.0,12.0,0.9285714285714286,0.2,2.5,-2.2
29811,Iran,Taiwan,0,1,5.0,1.0,15.0,6.0,3.0,23.0,0.9090909090909091,0.16666666666666666,2.5454545454545454,-3.0
29809,China PR,Palestine,0,1,4.0,1.0,17.0,2.0,3.0,13.0,0.8095238095238095,0.09090909090909091,3.4285714285714284,-1.6363636363636365
29813,Jordan,Pakistan,0,1,4.0,1.0,11.0,4.0,2.0,16.0,0.7,0.1111111111111111,1.5,-3.111111111111111
29841,India,Yemen,0,0,3.0,1.0,8.0,10.0,9.0,15.0,0.6,0.3333333333333333,-0.2,-0.0
29843,Iraq,China PR,1,1,3.0,2.0,16.0,2.0,6.0,8.0,0.7333333333333333,0.6666666666666666,2.6666666666666665,0.4166666666666667
29856,Oman,Jordan,0,1,4.0,3.0,14.0,7.0,2.0,8.0,0.7857142857142857,0.6666666666666666,3.2142857142857144,0.8888888888888888
29857,Pakistan,United Arab Emirates,0,0,0.0,1.0,1.0,5.0,20.0,11.0,0.0,0.3333333333333333,-3.8,0.16666666666666666
29858,Palestine,Singapore,1,1,3.0,0.0,11.0,0.0,5.0,15.0,0.5714285714285714,0.125,0.5714285714285714,-2.125
29860,Qatar,Uzbekistan,0,1,3.0,2.0,12.0,7.0,5.0,8.0,0.7692307692307693,0.5,1.7692307692307692,-0.5
30032,Germany,Costa Rica,0,1,3.0,2.0,8.0,7.0,6.0,9.0,0.75,0.46153846153846156,1.1666666666666667,-0.038461538461538464
30033,Poland,Ecuador,1,0,4.0,1.0,14.0,4.0,4.0,10.0,0.75,0.23809523809523808,1.9166666666666667,-0.9523809523809523
30035,England,Paraguay,1,1,5.0,2.0,11.0,6.0,1.0,11.0,0.8,0.35,1.2666666666666666,-0.8
30034,Argentina,Ivory Coast,1,1,5.0,4.0,13.0,8.0,5.0,5.0,0.9047619047619048,0.631578947368421,1.8571428571428572,0.2631578947368421
30037,Angola,Portugal,1,0,5.0,3.0,10.0,10.0,3.0,4.0,1.0,0.75,2.066666666666667,1.6666666666666667
30038,Mexico,Iran,1,1,4.0,4.0,14.0,12.0,4.0,7.0,0.84375,0.7058823529411765,2.46875,1.6470588235294117
30039,Serbia,Netherlands,1,0,5.0,5.0,11.0,12.0,0.0,0.0,0.7777777777777778,0.7333333333333333,1.6666666666666667,1.6
30040,Australia,Japan,1,1,5.0,4.0,24.0,9.0,1.0,2.0,1.0,0.9230769230769231,9.75,1.8461538461538463
30041,Italy,Ghana,1,1,5.0,2.0,11.0,6.0,5.0,3.0,0.9411764705882353,0.42857142857142855,1.8235294117647058,-0.0
30042,United States,Czech Republic,1,0,5.0,4.0,10.0,10.0,2.0,2.0,0.9354838709677419,0.65,2.064516129032258,0.7
30043,Brazil,Croatia,1,1,5.0,4.0,16.0,9.0,2.0,4.0,0.8846153846153846,0.75,1.7692307692307692,1.0
30045,South Korea,Togo,1,1,3.0,2.0,9.0,7.0,6.0,9.0,0.7272727272727273,0.26666666666666666,2.5,-0.9333333333333333
30046,Germany,Poland,0,1,4.0,4.0,12.0,13.0,6.0,5.0,0.7692307692307693,0.6666666666666666,1.2307692307692308,0.3333333333333333
30047,Spain,Ukraine,1,1,5.0,4.0,14.0,9.0,1.0,3.0,0.8333333333333334,0.7,2.0,0.6
30049,Ecuador,Costa Rica,1,1,5.0,1.0,13.0,8.0,4.0,13.0,0.8333333333333334,0.4444444444444444,1.0,-0.1111111111111111
30050,England,Trinidad and Tobago,1,1,5.0,2.0,10.0,2.0,1.0,5.0,0.8125,0.42857142857142855,1.25,-1.0476190476190477
30051,Sweden,Paraguay,1,1,4.0,1.0,15.0,4.0,2.0,11.0,0.8,0.3333333333333333,2.466666666666667,-0.8095238095238095
30052,Argentina,Serbia,1,1,5.0,4.0,11.0,11.0,4.0,4.0,0.9090909090909091,0.7272727272727273,1.8181818181818181,0.8181818181818182
30054,Netherlands,Ivory Coast,1,1,5.0,3.0,13.0,6.0,1.0,6.0,0.8947368421052632,0.6,2.6842105263157894,0.2
30057,Portugal,Iran,1,1,5.0,3.0,20.0,9.0,2.0,7.0,0.8823529411764706,0.6666666666666666,2.7058823529411766,1.4444444444444444
30055,Czech Republic,Ghana,1,0,4.0,2.0,19.0,6.0,5.0,4.0,0.8421052631578947,0.4,2.3157894736842106,-0.13333333333333333
30058,Brazil,Australia,1,1,5.0,3.0,14.0,7.0,1.0,6.0,0.8888888888888888,0.6,1.7407407407407407,0.2
30061,Saudi Arabia,Ukraine,1,0,4.0,4.0,12.0,8.0,2.0,5.0,0.875,0.6363636363636364,3.2916666666666665,0.18181818181818182
30062,Spain,Tunisia,1,1,5.0,2.0,17.0,6.0,1.0,7.0,0.8421052631578947,0.5,2.1052631578947367,-0.07142857142857142
30063,Togo,Switzerland,1,0,4.0,2.0,10.0,9.0,3.0,13.0,0.8823529411764706,0.5555555555555556,1.588235294117647,-0.3333333333333333
30064,Costa Rica,Poland,1,0,5.0,3.0,13.0,10.0,4.0,6.0,0.75,0.625,1.0833333333333333,0.25
30065,Germany,Ecuador,0,1,4.0,2.0,11.0,5.0,5.0,8.0,0.7857142857142857,0.2727272727272727,1.2142857142857142,-0.8181818181818182
30066,Paraguay,Trinidad and Tobago,1,1,4.0,2.0,8.0,2.0,3.0,5.0,0.8125,0.4090909090909091,1.1875,-1.0909090909090908
30069,Ivory Coast,Serbia,1,1,4.0,4.0,14.0,10.0,3.0,8.0,0.8461538461538461,0.6666666666666666,2.6153846153846154,0.25
30071,Portugal,Mexico,1,1,5.0,2.0,15.0,6.0,1.0,7.0,0.8888888888888888,0.6190476190476191,2.6666666666666665,0.8571428571428571
30073,Czech Republic,Italy,1,0,3.0,3.0,11.0,8.0,6.0,4.0,0.8,0.6666666666666666,2.1,0.8333333333333334
30074,Ghana,United States,1,1,4.0,3.0,8.0,8.0,3.0,6.0,0.7894736842105263,0.5,1.5263157894736843,0.21428571428571427
